Time,Concentration
0.0,3.57415568155127e-36
0.02,5.2412600277512e-33
0.04,-1.01875513344321e-33
0.06,-7.44655348089177e-34
0.08,5.07125946560958e-34
0.1,-2.83279925321402e-34
0.12,1.20808519803036e-34
0.14,-3.88866748202941e-35
0.16,3.34034505027471e-36
0.18,1.44363230558445e-35
0.2,-1.80458213960985e-35
0.22,3.48715954782734e-35
0.24,2.28354022152206e-34
0.26,1.66309126338072e-33
0.28,6.13332993610291e-33
0.3,7.08292062940408e-33
0.32,-5.91192193503104e-32
0.34,-4.19640007004829e-31
0.36,-1.57816032549125e-30
0.38,-4.29683780653545e-30
0.4,-9.34681385353924e-30
0.42,-1.70931972733783e-29
0.44,-2.65442442510519e-29
0.46,-3.03055863111388e-29
0.48,5.47707770009628e-30
0.5,1.94766292574474e-28
0.52,6.69448633818474e-28
0.54,-8.5685210504759e-29
0.56,-1.27582203192996e-26
0.58,-7.29410021964334e-26
0.6,-2.49436775969528e-25
0.62,-5.49328280558166e-25
0.64,-4.45297700092555e-25
0.66,2.56723205921259e-24
0.68,1.70886337137426e-23
0.7,6.26490915720007e-23
0.72,1.77523495516865e-22
0.74,4.22081506427157e-22
0.76,8.58531061640316e-22
0.78,1.42835837913314e-21
0.8,1.29445505684065e-21
0.82,-3.68749250757121e-21
0.84,-2.90253490530813e-20
0.86,-1.24620727814916e-19
0.88,-4.29444847678532e-19
0.9,-1.27776506501034e-18
0.92,-3.3661934217694e-18
0.94,-7.83523082733487e-18
0.96,-1.55918677262638e-17
0.98,-2.54702670534902e-17
1.0,-3.29567544621749e-17
1.02,-2.05421996244608e-17
1.04,5.76648473011345e-17
1.06,2.21330746178929e-16
1.08,4.32635337886736e-16
1.1,1.82098204540411e-16
1.12,-2.31475641424466e-15
1.14,-1.01276064426345e-14
1.16,-2.1114240959877e-14
1.18,1.51120040649041e-14
1.2,4.07783503415535e-13
1.22,2.58018044284025e-12
1.24,1.2208897881286e-11
1.26,5.11330976698412e-11
1.28,1.94761360897159e-10
1.3,6.93481064994606e-10
1.32,2.34610960228164e-09
1.34,7.60224955739877e-09
1.36,2.39310200492691e-08
1.38,7.17564804276767e-08
1.4,1.93711886670658e-07
1.42,4.69665853626863e-07
1.44,1.05611494301484e-06
1.46,2.26589974578155e-06
1.48,4.70811218447512e-06
1.5,9.48843989540384e-06
1.52,1.85842258621077e-05
1.54,3.54022717582611e-05
1.56,6.56249432437122e-05
1.58,0.000118634560698564
1.6,0.000208627480897451
1.62,0.00035710312664029
1.64,0.000595260851684642
1.66,0.000966758341149541
1.68,0.00153118031760518
1.7,0.00236406305065979
1.72,0.00355899233360421
1.74,0.0052272675140576
1.76,0.00749454645946246
1.78,0.0104959121035304
1.8,0.0143654481400405
1.82,0.0192265437664841
1.84,0.0251931304605551
1.86,0.0323216573722456
1.88,0.040630959335143
1.9,0.0501218001874347
1.92,0.06075203782033
1.94,0.0724407697400189
1.96,0.0850759389029127
1.98,0.0985232823376874
2.0,0.113045612676842
2.02,0.127830862526556
2.04,0.142749910582795
2.06,0.157937217920628
2.08,0.173207314813551
2.1,0.188503778068261
2.12,0.203766521489184
2.14,0.218905590699049
2.16,0.233871151098489
2.18,0.248660778019351
2.2,0.263272790855164
2.22,0.277686111560234
2.24,0.29186616197854
2.26,0.305774701832039
2.28,0.319390153082642
2.3,0.332715478360342
2.32,0.345729280118813
2.34,0.358464403116536
2.36,0.370943238010087
2.38,0.383152439591155
2.4,0.395072681199109
2.42,0.406695292450819
2.44,0.4180206604985
2.46,0.429053001483503
2.48,0.439790850770995
2.5,0.450225473872783
2.52,0.460344674972314
2.54,0.470137831757044
2.56,0.479599080992813
2.58,0.488721317368475
2.6,0.497489910797697
2.62,0.505878876758694
2.64,0.51385167479029
2.66,0.521360647281184
2.68,0.528345968071547
2.7,0.534745694793835
2.72,0.540481647816667
2.74,0.54545055627181
2.76,0.549546576296333
2.78,0.552679336093151
2.8,0.554761604839549
2.82,0.555693767529312
2.84,0.555376251131919
2.86,0.553714199822227
2.88,0.550641337862214
2.9,0.546145962179381
2.92,0.540255466087256
2.94,0.533050239885343
2.96,0.524665056269908
2.98,0.515254554242447
3.0,0.504970674030331
3.02,0.493766157826328
3.04,0.482433364385475
3.06,0.470838570322217
3.08,0.459046248316478
3.1,0.44715990464222
3.12,0.435273364992037
3.14,0.423462797477258
3.16,0.411779379190668
3.18,0.400243176827453
3.2,0.388856487754333
3.22,0.377625902377068
3.24,0.36656949791574
3.26,0.355704316773805
3.28,0.345040290040628
3.3,0.334581586902631
3.32,0.324321197295064
3.34,0.314237036379909
3.36,0.304308622287214
3.38,0.294526003162851
3.4,0.284892066284242
3.42,0.275415194810582
3.44,0.266098454533541
3.46,0.256943221772167
3.48,0.247957776939381
3.5,0.239151489816831
3.52,0.230525667139129
3.54,0.222062181088569
3.56,0.213768029935554
3.58,0.205677451527072
3.6,0.197823169357332
3.62,0.190251222998449
3.64,0.183028571786095
3.66,0.176241486040912
3.68,0.169987351479869
3.7,0.164374356767861
3.72,0.159545960075083
3.74,0.155672990059303
3.76,0.152903338670817
3.78,0.151361666280572
3.8,0.15124921445192
3.82,0.152753261700195
3.84,0.156019894389543
3.86,0.161161017771373
3.88,0.168238722764223
3.9,0.177254882130668
3.92,0.188140564308018
3.94,0.200760769042807
3.96,0.214930133289089
3.98,0.230424097632689
4.0,0.246995559615795
4.02,0.264388141222609
4.04,0.282360597163664
4.06,0.300697983116418
4.08,0.319218768183799
4.1,0.337774990196089
4.12,0.356257916808092
4.14,0.374584901172696
