356.4622641509434	468.081761
390.66823899371064	417.672956
412.27201257861634	367.2641509
439.2767295597484	360.0628931
469.8820754716981	360.0628931
493.28616352201254	360.0628931
509.4889937106918	347.4606918
513.0896226415094	318.6556604
513.0896226415094	279.0487421
514.8899371069182	252.0440252
520.2908805031446	225.0393082
522.0911949685534	196.2342767
522.0911949685534	167.4292453
525.691823899371	140.4245283
531.0927672955975	117.0204403
550.8962264150944	113.4198113
576.1006289308176	111.6194969
599.504716981132	111.6194969
608.5062893081761	122.4213836
621.1084905660377	135.0235849
622.9088050314465	163.8286164
619.3081761006289	208.836478
617.5078616352201	235.841195
612.1069182389937	268.2468553
612.1069182389937	295.2515723
612.1069182389937	324.0566038
612.1069182389937	345.6603774
612.1069182389937	379.8663522
615.7075471698113	397.8694969
622.9088050314465	405.0707547
639.1116352201258	397.8694969
655.314465408805	399.6698113
669.7169811320755	405.0707547
685.9198113207547	415.8726415
689.5204402515723	424.8742138
691.3207547169811	441.077044
698.5220125786163	448.2783019
712.9245283018868	441.077044
723.7264150943396	433.8757862
739.9292452830189	433.8757862
759.7327044025157	441.077044
768.7342767295597	459.0801887
772.3349056603773	473.4827044
775.9355345911949	493.2861635
777.7358490566037	513.0896226
777.7358490566037	527.4921384
777.7358490566037	543.6949686
777.7358490566037	552.6965409
783.1367924528302	568.8993711
790.3380503144654	585.1022013
799.3396226415094	595.9040881
352.8616352201258	480.6839623
354.6619496855346	513.0896226
354.6619496855346	563.4984277
356.4622641509434	592.3034591
